date,zone,crop_type,soil_moisture_%,temperature_C,humidity_%,rainfall_mm,irrigation_applied_mm,growth_stage,month,quarter,season,ET0,water_supply,WSI,IES,drought_risk_score
2023-08-06,Zone_A,Rice,82.87,25.1,80.7,12.95,2.29,Vegetative,8,3,Monsoon,41.68,10.44,7.5,100.0,5.15
2023-08-07,Zone_C,Rice,61.68,31.8,83.3,16.56,8.82,Vegetative,8,3,Monsoon,51.86,16.88,6.75,100.0,8.48
2023-08-08,Zone_B,Cotton,84.99,33.3,92.5,18.68,0.2,Sowing,8,3,Monsoon,54.58,13.2,7.58,100.0,7.48
2023-08-09,Zone_D,Wheat,60.15,26.5,94.9,11.77,7.53,Vegetative,8,3,Monsoon,44.5,12.76,7.13,100.0,7.2
2023-08-10,Zone_A,Wheat,78.15,26.6,88.8,14.41,4.74,Flowering,8,3,Monsoon,44.34,12.93,7.08,100.0,5.77
2023-08-11,Zone_A,Rice,61.7,32.9,94.3,21.96,4.47,Harvesting,8,3,Monsoon,54.06,18.05,6.66,100.0,8.76
2023-08-12,Zone_C,Rice,57.43,31.2,89.7,24.71,0.07,Vegetative,8,3,Monsoon,51.28,17.34,6.62,100.0,8.58
2023-08-13,Zone_C,Rice,81.25,25.4,94.1,29.97,8.19,Harvesting,8,3,Monsoon,42.8,25.89,3.95,100.0,3.6
2023-08-14,Zone_B,Cotton,80.76,31.2,87.7,28.66,3.6,Harvesting,8,3,Monsoon,51.18,22.22,5.66,100.0,6.23
2023-08-15,Zone_D,Sugarcane,67.11,28.1,72.0,22.85,5.41,Flowering,8,3,Monsoon,45.75,19.24,5.79,100.0,6.46
2023-08-16,Zone_D,Rice,76.07,28.7,80.0,18.42,6.77,Sowing,8,3,Monsoon,47.05,16.96,6.4,100.0,6.22
2023-08-17,Zone_C,Wheat,71.71,32.7,86.2,22.72,7.03,Sowing,8,3,Monsoon,53.36,20.12,6.23,100.0,7.69
2023-08-18,Zone_C,Sugarcane,80.59,33.1,78.8,25.71,9.56,Harvesting,8,3,Monsoon,53.59,23.73,5.57,100.0,6.77
2023-08-19,Zone_B,Wheat,64.45,29.0,76.8,12.37,5.31,Vegetative,8,3,Monsoon,47.34,11.84,7.5,100.0,7.79
2023-08-20,Zone_C,Sugarcane,70.71,34.5,84.4,18.2,4.0,Harvesting,8,3,Monsoon,55.97,15.14,7.29,100.0,8.84
2023-08-21,Zone_B,Cotton,69.56,29.1,93.3,26.8,9.54,Sowing,8,3,Monsoon,48.32,24.48,4.93,100.0,6.13
2023-08-22,Zone_B,Sugarcane,65.62,32.7,70.9,17.68,6.42,Vegetative,8,3,Monsoon,52.6,16.23,6.91,100.0,8.52
2023-08-23,Zone_D,Wheat,81.74,29.8,89.2,21.44,2.98,Sowing,8,3,Monsoon,49.16,16.8,6.58,100.0,6.19
2023-08-24,Zone_B,Sugarcane,59.98,34.0,88.1,21.76,1.26,Flowering,8,3,Monsoon,55.4,15.99,7.11,100.0,9.46
2023-08-25,Zone_D,Cotton,59.49,34.1,94.1,13.69,8.43,Sowing,8,3,Monsoon,55.86,14.64,7.38,100.0,9.66
2023-08-26,Zone_D,Wheat,72.31,25.9,93.3,17.24,3.62,Vegetative,8,3,Monsoon,43.51,14.24,6.73,100.0,5.85
2023-08-27,Zone_D,Rice,74.72,34.4,89.1,16.69,6.6,Vegetative,8,3,Monsoon,56.05,15.64,7.21,100.0,8.45
2023-08-28,Zone_C,Sugarcane,60.84,33.3,83.0,10.52,4.71,Harvesting,8,3,Monsoon,54.1,10.19,8.12,100.0,9.68
2023-08-29,Zone_D,Wheat,66.72,32.9,75.1,10.48,1.99,Vegetative,8,3,Monsoon,53.1,8.53,8.39,100.0,9.23
2023-08-30,Zone_B,Sugarcane,83.4,27.0,83.6,26.63,6.02,Flowering,8,3,Monsoon,44.68,22.25,5.02,100.0,4.44
2023-08-31,Zone_C,Cotton,62.4,33.1,89.1,15.46,0.61,Sowing,8,3,Monsoon,54.1,11.19,7.93,100.0,9.4
2023-09-01,Zone_B,Wheat,75.05,33.5,92.4,20.36,4.13,Harvesting,9,3,Post-Monsoon,54.87,16.73,6.95,100.0,8.02
2023-09-02,Zone_C,Rice,77.2,27.9,89.7,15.97,5.47,Harvesting,9,3,Post-Monsoon,46.33,14.46,6.88,100.0,6.13
2023-09-03,Zone_B,Rice,68.44,34.5,74.9,28.81,4.36,Vegetative,9,3,Post-Monsoon,55.5,22.78,5.9,100.0,8.32
2023-09-04,Zone_A,Sugarcane,83.13,25.5,85.0,15.19,7.49,Flowering,9,3,Post-Monsoon,42.5,15.13,6.44,100.0,4.72
2023-09-05,Zone_A,Cotton,77.1,26.5,78.3,18.59,8.28,Harvesting,9,3,Post-Monsoon,43.66,17.98,5.88,100.0,5.22
2023-09-06,Zone_A,Cotton,68.74,30.4,70.2,27.45,7.71,Flowering,9,3,Post-Monsoon,49.11,23.84,5.15,100.0,6.7
2023-09-07,Zone_B,Sugarcane,72.08,30.8,75.0,26.84,0.39,Flowering,9,3,Post-Monsoon,49.95,19.02,6.19,100.0,7.07
2023-09-08,Zone_C,Wheat,75.78,31.5,72.8,13.72,1.94,Sowing,9,3,Post-Monsoon,50.89,10.77,7.88,100.0,7.83
2023-09-09,Zone_D,Wheat,72.77,25.2,91.1,26.05,5.37,Sowing,9,3,Post-Monsoon,42.36,21.46,4.93,100.0,4.7
2023-09-10,Zone_D,Sugarcane,81.36,34.6,76.5,19.16,9.35,Sowing,9,3,Post-Monsoon,55.73,19.02,6.59,100.0,7.67
2023-09-11,Zone_B,Wheat,65.71,25.4,77.1,19.66,8.35,Flowering,9,3,Post-Monsoon,41.95,18.77,5.53,100.0,5.63
2023-09-12,Zone_B,Wheat,64.0,26.4,94.0,12.67,8.43,Sowing,9,3,Post-Monsoon,44.3,13.93,6.86,100.0,6.73
2023-09-13,Zone_B,Wheat,61.42,25.1,79.5,11.61,3.03,Harvesting,9,3,Post-Monsoon,41.63,9.94,7.61,100.0,6.92
2023-09-14,Zone_B,Sugarcane,56.13,30.7,70.2,24.56,4.29,Harvesting,9,3,Post-Monsoon,49.56,19.77,6.01,100.0,8.22
2023-09-15,Zone_D,Rice,56.29,34.3,77.1,19.93,4.71,Vegetative,9,3,Post-Monsoon,55.3,16.78,6.97,100.0,9.77
2023-09-16,Zone_C,Cotton,81.1,31.7,73.0,18.74,1.57,Flowering,9,3,Post-Monsoon,51.2,14.06,7.25,100.0,7.15
2023-09-17,Zone_D,Rice,75.35,33.2,72.6,24.59,0.31,Sowing,9,3,Post-Monsoon,53.43,17.4,6.74,100.0,7.8
2023-09-18,Zone_B,Wheat,74.82,25.1,71.9,25.31,9.47,Harvesting,9,3,Post-Monsoon,41.24,23.4,4.33,100.0,4.21
2023-09-19,Zone_A,Sugarcane,73.44,30.4,84.8,13.18,2.41,Flowering,9,3,Post-Monsoon,49.84,10.67,7.86,100.0,7.67
2023-09-20,Zone_D,Cotton,80.48,29.6,74.7,22.2,2.4,Flowering,9,3,Post-Monsoon,48.14,16.98,6.47,100.0,6.18
2023-09-21,Zone_A,Wheat,69.41,30.0,79.0,12.71,0.83,Sowing,9,3,Post-Monsoon,48.95,9.4,8.08,100.0,7.99
2023-09-22,Zone_A,Cotton,81.11,25.7,91.6,25.03,9.29,Flowering,9,3,Post-Monsoon,43.13,23.1,4.64,100.0,4.04
2023-09-23,Zone_B,Cotton,65.78,31.8,80.6,23.14,5.8,Sowing,9,3,Post-Monsoon,51.73,19.68,6.2,100.0,7.88
2023-09-24,Zone_D,Rice,82.8,30.0,92.9,29.13,6.67,Sowing,9,3,Post-Monsoon,49.64,24.39,5.09,100.0,5.42
2023-09-25,Zone_C,Wheat,75.96,32.7,82.4,11.38,9.12,Sowing,9,3,Post-Monsoon,53.17,13.44,7.47,100.0,7.97
2023-09-26,Zone_D,Cotton,62.72,29.9,80.0,11.14,3.46,Flowering,9,3,Post-Monsoon,48.85,9.87,7.98,100.0,8.44
2023-09-27,Zone_C,Rice,71.92,26.5,88.8,15.64,6.22,Flowering,9,3,Post-Monsoon,44.19,14.68,6.68,100.0,6.04
